Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CuraTestSuite,Chrome 130.0.0.0,,,21-10-2024 19:52:03,21-10-2024 19:52:36,33.345s,PASSED
,,,,,,,
Test Cases/TC_CuraHealth_SelfHeal,Chrome 130.0.0.0,,,21-10-2024 19:52:04,21-10-2024 19:52:36,32.974s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,21-10-2024 19:52:04,21-10-2024 19:52:18,13.446s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 130.0.0.0,,,21-10-2024 19:52:18,21-10-2024 19:52:24,6.392s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 130.0.0.0,,,21-10-2024 19:52:24,21-10-2024 19:52:28,3.503s,PASSED
"username = findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username"")",Chrome 130.0.0.0,,,21-10-2024 19:52:28,21-10-2024 19:52:28,0.382s,PASSED
"setText(username, ""John Doe"")",Chrome 130.0.0.0,,,21-10-2024 19:52:28,21-10-2024 19:52:30,1.696s,PASSED
"verifyElementPresent(username, 5)",Chrome 130.0.0.0,,,21-10-2024 19:52:30,21-10-2024 19:52:30,0.690s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 130.0.0.0,,,21-10-2024 19:52:30,21-10-2024 19:52:32,1.544s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Chrome 130.0.0.0,,,21-10-2024 19:52:32,21-10-2024 19:52:35,2.804s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/textMake_Appointment""), 0)",Chrome 130.0.0.0,,,21-10-2024 19:52:35,21-10-2024 19:52:36,1.706s,PASSED
