Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
DataDriven,Chrome 129.0.0.0,,,30-09-2024 23:03:29,30-09-2024 23:06:51,3m - 21.924s,FAILED
,,,,,,,
Test Cases/DataDrivenExcel,Chrome 129.0.0.0,,,30-09-2024 23:03:30,30-09-2024 23:03:53,22.617s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,30-09-2024 23:03:32,30-09-2024 23:03:38,5.941s,PASSED
expText = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,30-09-2024 23:03:38,30-09-2024 23:03:38,0.005s,PASSED
navigateToUrl(url),Chrome 129.0.0.0,,,30-09-2024 23:03:38,30-09-2024 23:03:42,4.157s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 129.0.0.0,,,30-09-2024 23:03:42,30-09-2024 23:03:44,1.676s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), username)",Chrome 129.0.0.0,,,30-09-2024 23:03:44,30-09-2024 23:03:45,1.330s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), password)",Chrome 129.0.0.0,,,30-09-2024 23:03:45,30-09-2024 23:03:46,1.186s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 129.0.0.0,,,30-09-2024 23:03:46,30-09-2024 23:03:48,1.304s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/span_Visit Date (Required)_glyphicon glyphi_cada34""))",Chrome 129.0.0.0,,,30-09-2024 23:03:48,30-09-2024 23:03:48,0.525s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/th_""))",Chrome 129.0.0.0,,,30-09-2024 23:03:48,30-09-2024 23:03:49,0.614s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_9""))",Chrome 129.0.0.0,,,30-09-2024 23:03:49,30-09-2024 23:03:49,0.557s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_Comment_comment""), ""test"")",Chrome 129.0.0.0,,,30-09-2024 23:03:49,30-09-2024 23:03:51,1.327s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 129.0.0.0,,,30-09-2024 23:03:51,30-09-2024 23:03:52,1.228s,PASSED
"verifyTextMakeApp = getText(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Appointment Confirmation""))",Chrome 129.0.0.0,,,30-09-2024 23:03:52,30-09-2024 23:03:52,0.442s,PASSED
"if (verifyTextMakeApp == ""Appointment Confirmation"")",Chrome 129.0.0.0,,,30-09-2024 23:03:52,30-09-2024 23:03:52,0.111s,PASSED
"expText = ""Appointment Confirmation""",Chrome 129.0.0.0,,,30-09-2024 23:03:52,30-09-2024 23:03:53,0.151s,PASSED
"verifyEqual(expText, verifyTextMakeApp)",Chrome 129.0.0.0,,,30-09-2024 23:03:53,30-09-2024 23:03:53,0.393s,PASSED
,,,,,,,
Test Cases/DataDrivenExcel,Chrome 129.0.0.0,,,30-09-2024 23:05:17,30-09-2024 23:06:51,1m - 34.520s,FAILED
"openBrowser("""")",Chrome 129.0.0.0,,,30-09-2024 23:05:17,30-09-2024 23:05:23,5.707s,PASSED
expText = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 129.0.0.0,,,30-09-2024 23:05:23,30-09-2024 23:05:23,0.000s,PASSED
navigateToUrl(url),Chrome 129.0.0.0,,,30-09-2024 23:05:23,30-09-2024 23:05:26,3.753s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 129.0.0.0,,,30-09-2024 23:05:26,30-09-2024 23:05:28,1.464s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), username)",Chrome 129.0.0.0,,,30-09-2024 23:05:28,30-09-2024 23:05:29,1.647s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), password)",Chrome 129.0.0.0,,,30-09-2024 23:05:29,30-09-2024 23:05:30,1.050s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 129.0.0.0,,,30-09-2024 23:05:30,30-09-2024 23:05:32,1.397s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/span_Visit Date (Required)_glyphicon glyphi_cada34""))",Chrome 129.0.0.0,,,30-09-2024 23:05:32,30-09-2024 23:06:05,33.492s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/th_""))",Chrome 129.0.0.0,,,30-09-2024 23:06:05,30-09-2024 23:06:51,45.885s,FAILED
